일자,계(명),국내발생(명),해외유입(명),사망(명),,,,,,,,,,
29/03/2021,382 ,369 ,13 ,4,,,,,,,,,,
30/03/2021,447 ,429 ,18 ,3,,,,,,,,,,
31/03/2021,506 ,491 ,15 ,2,,,,,,,,,,
01/04/2021,551 ,537 ,14 ,4,,,,,,,,,,
02/04/2021,557 ,532 ,25 ,2,,,,,,,,,,
03/04/2021,543 ,521 ,22 ,3,,,,,,,,,,
04/04/2021,543 ,514 ,29 ,4,,,,,,,,,,
05/04/2021,473 ,449 ,24 ,4,,,,,,,,,,
06/04/2021,477 ,459 ,18 ,4,,,,,,,,,,
07/04/2021,668 ,653 ,15 ,4,,,,,,,,,,
08/04/2021,700 ,674 ,26 ,2,,,,,,,,,,
09/04/2021,671 ,644 ,27 ,6,,,,,,,,,,
10/04/2021,677 ,662 ,15 ,1,,,,,,,,,,
11/04/2021,614 ,594 ,20 ,3,,,,,,,,,,
12/04/2021,587 ,560 ,27 ,2,,,,,,,,,,
13/04/2021,542 ,528 ,14 ,5,,,,,,,,,,
14/04/2021,731 ,714 ,17 ,7,,,,,,,,,,
15/04/2021,698 ,670 ,28 ,6,,,,,,,,,,
16/04/2021,673 ,652 ,21 ,2,,,,,,,,,,
17/04/2021,658 ,630 ,28 ,4,,,,,,,,,,
18/04/2021,671 ,648 ,23 ,3,,,,,,,,,,
19/04/2021,532 ,512 ,20 ,4,,,,,,,,,,
20/04/2021,549 ,529 ,20 ,1,,,,,,,,,,
21/04/2021,731 ,692 ,39 ,4,,,,,,,,,,
22/04/2021,735 ,715 ,20 ,2,,,,,,,,,,
23/04/2021,797 ,758 ,39 ,3,,,,,,,,,,
24/04/2021,785 ,759 ,26 ,1,,,,,,,,,,
25/04/2021,644 ,603 ,41 ,1,,,,,,,,,,
26/04/2021,499 ,469 ,30 ,4,,,,,,,,,,
27/04/2021,512 ,477 ,35 ,3,,,,,,,,,,
28/04/2021,769 ,748 ,21 ,1,,,,,,,,,,
29/04/2021,679 ,648 ,31 ,4,,,,,,,,,,
30/04/2021,661 ,642 ,19 ,3,,,,,,,,,,
01/05/2021,627 ,593 ,34 ,3,,,,,,,,,,
02/05/2021,606 ,585 ,21 ,2,,,,,,,,,,
03/05/2021,488 ,465 ,23 ,1,,,,,,,,,,
04/05/2021,541 ,514 ,27 ,6,,,,,,,,,,
05/05/2021,676 ,651 ,25 ,7,,,,,,,,,,
06/05/2021,574 ,562 ,12 ,4,,,,,,,,,,
07/05/2021,525 ,509 ,16 ,9,,,,,,,,,,
08/05/2021,701 ,672 ,29 ,5,,,,,,,,,,
09/05/2021,564 ,522 ,42 ,9,,,,,,,,,,
10/05/2021,463 ,436 ,27 ,1,,,,,,,,,,
11/05/2021,510 ,483 ,27 ,4,,,,,,,,,,
12/05/2021,634 ,612 ,22 ,5,,,,,,,,,,
13/05/2021,715 ,692 ,23 ,7,,,,,,,,,,
14/05/2021,747 ,729 ,18 ,2,,,,,,,,,,
15/05/2021,681 ,661 ,20 ,3,,,,,,,,,,
16/05/2021,610 ,572 ,38 ,4,,,,,,,,,,
17/05/2021,619 ,597 ,22 ,3,,,,,,,,,,
18/05/2021,528 ,506 ,22 ,1,,,,,,,,,,
19/05/2021,654 ,637 ,17 ,8,,,,,,,,,,
20/05/2021,646 ,619 ,27 ,4,,,,,,,,,,
21/05/2021,561 ,542 ,19 ,6,,,,,,,,,,
22/05/2021,666 ,633 ,33 ,4,,,,,,,,,,
23/05/2021,585 ,570 ,15 ,5,,,,,,,,,,
24/05/2021,530 ,505 ,25 ,3,,,,,,,,,,
25/05/2021,516 ,481 ,35 ,4,,,,,,,,,,
26/05/2021,705 ,684 ,21 ,2,,,,,,,,,,
27/05/2021,629 ,620 ,9 ,3,,,,,,,,,,
28/05/2021,587 ,571 ,16 ,3,,,,,,,,,,
29/05/2021,533 ,505 ,28 ,5,,,,,,,,,,
30/05/2021,480 ,464 ,16 ,6,,,,,,,,,,
31/05/2021,430 ,411 ,19 ,2,,,,,,,,,,
01/06/2021,459 ,449 ,10 ,4,,,,,,,,,,
02/06/2021,677 ,654 ,23 ,2,,,,,,,,,,
03/06/2021,681 ,672 ,9 ,3,,,,,,,,,,
04/06/2021,695 ,674 ,21 ,1,,,,,,,,,,
05/06/2021,744 ,725 ,19 ,2,,,,,,,,,,
06/06/2021,556 ,541 ,15 ,2,,,,,,,,,,
07/06/2021,485 ,454 ,31 ,1,,,,,,,,,,
08/06/2021,454 ,435 ,19 ,1,,,,,,,,,,
09/06/2021,602 ,581 ,21 ,2,,,,,,,,,,
10/06/2021,610 ,593 ,17 ,2,,,,,,,,,,
11/06/2021,556 ,541 ,15 ,2,,,,,,,,,,
12/06/2021,565 ,525 ,40 ,1,,,,,,,,,,
13/06/2021,452 ,419 ,33 ,3,,,,,,,,,,
14/06/2021,399 ,360 ,39 ,3,,,,,,,,,,
15/06/2021,373 ,347 ,26 ,4,,,,,,,,,,
16/06/2021,545 ,522 ,23 ,1,,,,,,,,,,
17/06/2021,540 ,523 ,17 ,1,,,,,,,,,,
18/06/2021,507 ,485 ,22 ,2,,,,,,,,,,
19/06/2021,482 ,456 ,26 ,1,,,,,,,,,,
20/06/2021,429 ,380 ,49 ,5,,,,,,,,,,
21/06/2021,357 ,317 ,40 ,2,,,,,,,,,,
22/06/2021,394 ,350 ,44 ,2,,,,,,,,,,
23/06/2021,645 ,605 ,40 ,1,,,,,,,,,,
24/06/2021,610 ,576 ,34 ,1,,,,,,,,,,
25/06/2021,634 ,602 ,32 ,1,,,,,,,,,,
26/06/2021,668 ,611 ,57 ,3,,,,,,,,,,
27/06/2021,614 ,570 ,44 ,1,,,,,,,,,,
28/06/2021,501 ,472 ,29 ,2,,,,,,,,,,
29/06/2021,595 ,560 ,35 ,2,,,,,,,,,,
30/06/2021,794 ,759 ,35 ,1,,,,,,,,,,
01/07/2021,761 ,711 ,50 ,3,,,,,,,,,,
02/07/2021,825 ,765 ,60 ,3,,,,,,,,,,
03/07/2021,794 ,748 ,46 ,1,,,,,,,,,,
04/07/2021,743 ,662 ,81 ,1,,,,,,,,,,
05/07/2021,711 ,644 ,67 ,2,,,,,,,,,,
06/07/2021,746 ,690 ,56 ,4,,,,,,,,,,
07/07/2021,"1,211 ","1,166 ",45 ,1,,,,,,,,,,
08/07/2021,"1,275 ","1,227 ",48 ,1,,,,,,,,,,
09/07/2021,"1,316 ","1,236 ",80 ,2,,,,,,,,,,
10/07/2021,"1,378 ","1,320 ",58 ,2,,,,,,,,,,
11/07/2021,"1,324 ","1,280 ",44 ,5,,,,,,,,,,
12/07/2021,"1,100 ","1,063 ",37 ,1,,,,,,,,,,
13/07/2021,"1,150 ","1,097 ",53 ,2,,,,,,,,,,
14/07/2021,"1,613 ","1,566 ",47 ,2,,,,,,,,,,
15/07/2021,"1,599 ","1,554 ",45 ,2,,,,,,,,,,
16/07/2021,"1,535 ","1,475 ",60 ,1,,,,,,,,,,
17/07/2021,"1,449 ","1,400 ",49 ,4,,,,,,,,,,
18/07/2021,"1,453 ","1,402 ",51 ,2,,,,,,,,,,
19/07/2021,"1,251 ","1,207 ",44 ,1,,,,,,,,,,
20/07/2021,"1,278 ","1,242 ",36 ,1,,,,,,,,,,
21/07/2021,"1,781 ","1,725 ",56 ,1,,,,,,,,,,
22/07/2021,"1,841 ","1,532 ",309 ,3,,,,,,,,,,
23/07/2021,"1,629 ","1,573 ",56 ,3,,,,,,,,,,
24/07/2021,"1,627 ","1,572 ",55 ,2,,,,,,,,,,
25/07/2021,"1,487 ","1,422 ",65 ,5,,,,,,,,,,
26/07/2021,"1,318 ","1,264 ",54 ,4,,,,,,,,,,
27/07/2021,"1,363 ","1,274 ",89 ,2,,,,,,,,,,
28/07/2021,"1,895 ","1,822 ",73 ,4,,,,,,,,,,
29/07/2021,"1,673 ","1,631 ",42 ,2,,,,,,,,,,
30/07/2021,"1,710 ","1,662 ",48 ,4,,,,,,,,,,
31/07/2021,"1,538 ","1,465 ",73 ,6,,,,,,,,,,
01/08/2021,"1,442 ","1,386 ",56 ,3,,,,,,,,,,
02/08/2021,"1,218 ","1,150 ",68 ,1,,,,,,,,,,
03/08/2021,"1,200 ","1,150 ",50 ,5,,,,,,,,,,
04/08/2021,"1,725 ","1,664 ",61 ,2,,,,,,,,,,
05/08/2021,"1,775 ","1,716 ",59 ,3,,,,,,,,,,
06/08/2021,"1,704 ","1,640 ",64 ,4,,,,,,,,,,
07/08/2021,"1,823 ","1,762 ",61 ,3,,,,,,,,,,
08/08/2021,"1,727 ","1,668 ",59 ,5,,,,,,,,,,
09/08/2021,"1,491 ","1,455 ",36 ,4,,,,,,,,,,
10/08/2021,"1,537 ","1,474 ",63 ,9,,,,,,,,,,
11/08/2021,"2,221 ","2,144 ",77 ,1,,,,,,,,,,
12/08/2021,"1,987 ","1,947 ",40 ,3,,,,,,,,,,
13/08/2021,"1,989 ","1,913 ",76 ,6,,,,,,,,,,
14/08/2021,"1,928 ","1,858 ",70 ,4,,,,,,,,,,
15/08/2021,"1,816 ","1,748 ",68 ,8,,,,,,,,,,
16/08/2021,"1,554 ","1,491 ",63 ,11,,,,,,,,,,
17/08/2021,"1,372 ","1,322 ",50 ,6,,,,,,,,,,
18/08/2021,"1,803 ","1,766 ",37 ,5,,,,,,,,,,
19/08/2021,"2,152 ","2,114 ",38 ,13,,,,,,,,,,
20/08/2021,"2,050 ","2,000 ",50 ,6,,,,,,,,,,
21/08/2021,"1,876 ","1,811 ",65 ,5,,,,,,,,,,
22/08/2021,"1,626 ","1,588 ",38 ,13,,,,,,,,,,
23/08/2021,"1,417 ","1,370 ",47 ,7,,,,,,,,,,
24/08/2021,"1,507 ","1,469 ",38 ,6,,,,,,,,,,
25/08/2021,"2,154 ","2,113 ",41 ,9,,,,,,,,,,
26/08/2021,"1,882 ","1,829 ",53 ,20,,,,,,,,,,
27/08/2021,"1,837 ","1,809 ",28 ,8,,,,,,,,,,
28/08/2021,"1,791 ","1,736 ",55 ,11,,,,,,,,,,
29/08/2021,"1,619 ","1,576 ",43 ,3 ,,,,,,,,,,
30/08/2021,"1,485 ","1,424 ",61 ,5 ,,,,,,,,,,
31/08/2021,"1,369 ","1,331 ",38 ,1 ,,,,,,,,,,
01/09/2021,"2,024 ","1,991 ",33 ,7 ,,,,,,,,,,
02/09/2021,"1,960 ","1,926 ",34 ,11 ,,,,,,,,,,
03/09/2021,"1,708 ","1,674 ",34 ,5 ,,,,,,,,,,
04/09/2021,"1,803 ","1,775 ",28 ,7,,,,,,,,,,
05/09/2021,"1,490 ","1,461 ",29 ,6 ,,,,,,,,,,
06/09/2021,"1,375 ","1,351 ",24 ,6 ,,,,,,,,,,
07/09/2021,"1,597 ","1,563 ",34 ,3 ,,,,,,,,,,
08/09/2021,"2,048 ","2,012 ",36 ,4 ,,,,,,,,,,
09/09/2021,"2,049 ","2,018 ",31 ,9 ,,,,,,,,,,
10/09/2021,"1,892 ","1,857 ",35 ,5 ,,,,,,,,,,
11/09/2021,"1,864 ","1,815 ",49 ,10 ,,,,,,,,,,
12/09/2021,"1,755 ","1,725 ",30 ,1 ,,,,,,,,,,
13/09/2021,"1,433 ","1,409 ",24 ,1 ,,,,,,,,,,
14/09/2021,"1,495 ","1,461 ",34 ,7 ,,,,,,,,,,
15/09/2021,"2,078 ","2,055 ",23 ,13 ,,,,,,,,,,
16/09/2021,"1,942 ","1,920 ",22 ,6 ,,,,,,,,,,
17/09/2021,"2,008 ","1,973 ",35 ,3 ,,,,,,,,,,
18/09/2021,"2,087 ","2,047 ",40 ,5 ,,,,,,,,,,
19/09/2021,"1,909 ","1,870 ",39 ,10 ,,,,,,,,,,
20/09/2021,"1,603 ","1,575 ",28 ,5 ,,,,,,,,,,
21/09/2021,"1,729 ","1,697 ",32 ,4 ,,,,,,,,,,
22/09/2021,"1,720 ","1,703 ",17 ,6 ,,,,,,,,,,
23/09/2021,"1,715 ","1,697 ",18 ,8 ,,,,,,,,,,
24/09/2021,"2,429 ","2,411 ",18 ,7 ,,,,,,,,,,
25/09/2021,"3,268 ","3,240 ",28 ,7 ,,,,,,,,,,
26/09/2021,"2,768 ","2,734 ",34 ,9 ,,,,,,,,,,
27/09/2021,"2,381 ","2,354 ",27 ,6 ,,,,,,,,,,
28/09/2021,"2,287 ","2,268 ",19 ,8 ,,,,,,,,,,
29/09/2021,"2,881 ","2,855 ",26 ,10 ,,,,,,,,,,
30/09/2021,"2,561 ","2,536 ",25 ,7 ,,,,,,,,,,
01/10/2021,"2,483 ","2,449 ",34 ,16 ,,,,,,,,,,
02/10/2021,"2,247 ","2,220 ",27 ,7 ,,,,,,,,,,
03/10/2021,"2,085 ","2,057 ",28 ,3 ,,,,,,,,,,
04/10/2021,"1,670 ","1,650 ",20 ,6 ,,,,,,,,,,
05/10/2021,"1,574 ","1,555 ",19 ,11 ,,,,,,,,,,
06/10/2021,"2,027 ","2,001 ",26 ,12 ,,,,,,,,,,
07/10/2021,"2,425 ","2,398 ",27 ,8 ,,,,,,,,,,
08/10/2021,"2,171 ","2,140 ",31 ,10 ,,,,,,,,,,
09/10/2021,"1,953 ","1,924 ",29 ,6 ,,,,,,,,,,
10/10/2021,"1,594 ","1,560 ",34 ,15 ,,,,,,,,,,
11/10/2021,"1,297 ","1,284 ",13 ,8 ,,,,,,,,,,
12/10/2021,"1,346 ","1,333 ",13 ,11 ,,,,,,,,,,
13/10/2021,"1,583 ","1,570 ",13 ,11 ,,,,,,,,,,
14/10/2021,"1,939 ","1,924 ",15 ,13 ,,,,,,,,,,
15/10/2021,"1,683 ","1,669 ",14 ,8 ,,,,,,,,,,
16/10/2021,"1,617 ","1,593 ",24 ,18 ,,,,,,,,,,
17/10/2021,"1,420 ","1,403 ",17 ,16 ,,,,,,,,,,
18/10/2021,"1,049 ","1,030 ",19 ,8 ,,,,,,,,,,
19/10/2021,"1,073 ","1,048 ",25 ,21 ,,,,,,,,,,
20/10/2021,"1,571 ","1,556 ",15 ,9 ,,,,,,,,,,
21/10/2021,"1,441 ","1,430 ",11 ,11 ,,,,,,,,,,
22/10/2021,"1,437 ","1,417 ",20 ,16 ,,,,,,,,,,
23/10/2021,"1,508 ","1,487 ",21 ,20 ,,,,,,,,,,
24/10/2021,"1,422 ","1,394 ",28 ,21 ,,,,,,,,,,
25/10/2021,"1,190 ","1,167 ",23 ,7 ,,,,,,,,,,
26/10/2021,"1,265 ","1,245 ",20 ,15 ,,,,,,,,,,
27/10/2021,"1,952 ","1,931 ",21 ,9 ,,,,,,,,,,
28/10/2021,"2,110 ","2,094 ",16 ,11 ,,,,,,,,,,
29/10/2021,"2,124 ","2,094 ",30 ,9 ,,,,,,,,,,
30/10/2021,"2,104 ","2,089 ",15 ,13 ,,,,,,,,,,
31/10/2021,"2,061 ","2,052 ",9 ,19 ,,,,,,,,,,
01/11/2021,"1,684 ","1,664 ",20 ,9 ,,,,,,,,,,
02/11/2021,"1,589 ","1,578 ",11 ,16 ,,,,,,,,,,
03/11/2021,"2,667 ","2,640 ",27 ,18 ,,,,,,,,,,
04/11/2021,"2,482 ","2,457 ",25 ,24 ,,,,,,,,,,
05/11/2021,"2,342 ","2,322 ",20 ,20 ,,,,,,,,,,
06/11/2021,"2,246 ","2,217 ",29 ,20 ,,,,,,,,,,
07/11/2021,"2,224 ","2,204 ",20 ,11 ,,,,,,,,,,
08/11/2021,"1,758 ","1,731 ",27 ,13 ,,,,,,,,,,
09/11/2021,"1,715 ","1,698 ",17 ,18 ,,,,,,,,,,
10/11/2021,"2,425 ","2,409 ",16 ,14 ,,,,,,,,,,
11/11/2021,"2,519 ","2,493 ",26 ,21 ,,,,,,,,,,
12/11/2021,"2,368 ","2,358 ",10 ,18 ,,,,,,,,,,
13/11/2021,"2,324 ","2,310 ",14 ,32 ,,,,,,,,,,
14/11/2021,"2,418 ","2,400 ",18 ,20 ,,,,,,,,,,
15/11/2021,"2,005 ","1,985 ",20 ,12 ,,,,,,,,,,
16/11/2021,"2,124 ","2,109 ",15 ,22 ,,,,,,,,,,
17/11/2021,"3,187 ","3,164 ",23 ,21 ,,,,,,,,,,
18/11/2021,"3,292 ","3,272 ",20 ,29 ,,,,,,,,,,
19/11/2021,"3,033 ","3,010 ",23 ,28 ,,,,,,,,,,
20/11/2021,"3,204 ","3,187 ",17 ,29 ,,,,,,,,,,
21/11/2021,"3,120 ","3,096 ",24 ,30 ,,,,,,,,,,
22/11/2021,"2,826 ","2,806 ",20 ,24 ,,,,,,,,,,
23/11/2021,"2,697 ","2,683 ",14 ,30 ,,,,,,,,,,
24/11/2021,"4,115 ","4,087 ",28 ,34 ,,,,,,,,,,
25/11/2021,"3,937 ","3,916 ",21 ,39 ,,,,,,,,,,
26/11/2021,"3,895 ","3,877 ",18 ,39 ,,,,,,,,,,
27/11/2021,"4,067 ","4,044 ",23 ,52 ,,,,,,,,,,
28/11/2021,"3,925 ","3,890 ",35 ,56 ,,,,,,,,,,
29/11/2021,"3,307 ","3,284 ",23 ,32 ,,,,,,,,,,
30/11/2021,"3,032 ","3,003 ",29 ,44 ,,,,,,,,,,
01/12/2021,"5,122 ","5,074 ",48 ,34 ,,,,,,,,,,
02/12/2021,"5,263 ","5,239 ",24 ,47 ,,,,,,,,,,
03/12/2021,"4,944 ","4,923 ",21 ,34 ,,,,,,,,,,
04/12/2021,"5,352 ","5,327 ",25 ,70 ,,,,,,,,,,
05/12/2021,"5,125 ","5,102 ",23 ,43 ,,,,,,,,,,
06/12/2021,"4,324 ","4,295 ",29 ,41 ,,,,,,,,,,
07/12/2021,"4,952 ","4,922 ",30 ,64 ,,,,,,,,,,
08/12/2021,"7,173 ","7,139 ",34 ,63 ,,,,,,,,,,
09/12/2021,"7,102 ","7,082 ",20 ,57 ,,,,,,,,,,
10/12/2021,"7,020 ","6,981 ",39 ,53 ,,,,,,,,,,
11/12/2021,"6,973 ","6,947 ",26 ,80 ,,,,,,,,,,
12/12/2021,"6,683 ","6,655 ",28 ,42 ,,,,,,,,,,
13/12/2021,"5,816 ","5,781 ",35 ,40 ,,,,,,,,,,
14/12/2021,"5,565 ","5,523 ",42 ,94 ,,,,,,,,,,
15/12/2021,"7,848 ","7,825 ",23 ,70 ,,,,,,,,,,
16/12/2021,"7,619 ","7,588 ",31 ,62 ,,,,,,,,,,
17/12/2021,"7,434 ","7,399 ",35 ,73 ,,,,,,,,,,
18/12/2021,"7,310 ","7,281 ",29 ,53 ,,,,,,,,,,
19/12/2021,"6,233 ","6,170 ",63 ,78 ,,,,,,,,,,
20/12/2021,"5,316 ","5,256 ",60 ,54 ,,,,,,,,,,
21/12/2021,"5,194 ","5,136 ",58 ,52 ,,,,,,,,,,
22/12/2021,"7,454 ","7,363 ",91 ,78 ,,,,,,,,,,
23/12/2021,"6,914 ","6,853 ",61 ,109 ,,,,,,,,,,
24/12/2021,"6,233 ","6,163 ",70 ,56 ,,,,,,,,,,
25/12/2021,"5,839 ","5,765 ",74 ,105 ,,,,,,,,,,
26/12/2021,"5,415 ","5,335 ",80 ,69 ,,,,,,,,,,
27/12/2021,"4,204 ","4,121 ",83 ,55 ,,,,,,,,,,
28/12/2021,"3,864 ","3,776 ",88 ,46 ,,,,,,,,,,
29/12/2021,"5,407 ","5,281 ",126 ,36 ,,,,,,,,,,
30/12/2021,"5,034 ","4,929 ",105 ,73 ,,,,,,,,,,
31/12/2021,"4,872 ","4,755 ",117 ,108 ,,,,,,,,,,
01/01/2022,"4,414 ","4,309 ",105 ,62 ,,,,,,,,,,
02/01/2022,"3,830 ","3,680 ",150 ,69 ,,,,,,,,,,
03/01/2022,"3,124 ","2,989 ",135 ,36 ,,,,,,,,,,
04/01/2022,"3,022 ","2,887 ",135 ,51 ,,,,,,,,,,
05/01/2022,"4,441 ","4,231 ",210 ,57 ,,,,,,,,,,
06/01/2022,"4,123 ","3,930 ",193 ,49 ,,,,,,,,,,
07/01/2022,"3,711 ","3,526 ",185 ,45 ,,,,,,,,,,
08/01/2022,"3,503 ","3,294 ",209 ,54 ,,,,,,,,,,
09/01/2022,"3,370 ","3,136 ",234 ,51 ,,,,,,,,,,
10/01/2022,"3,005 ","2,767 ",238 ,34 ,,,,,,,,,,
11/01/2022,"3,094 ","2,810 ",284 ,43 ,,,,,,,,,,
12/01/2022,"4,383 ","4,005 ",378 ,52 ,,,,,,,,,,
13/01/2022,"4,162 ","3,775 ",387 ,44 ,,,,,,,,,,
14/01/2022,"4,538 ","4,132 ",406 ,49 ,,,,,,,,,,
15/01/2022,"4,419 ","4,074 ",345 ,22 ,,,,,,,,,,
16/01/2022,"4,189 ","3,812 ",377 ,29 ,,,,,,,,,,
17/01/2022,"3,856 ","3,550 ",306 ,23 ,,,,,,,,,,
18/01/2022,"4,070 ","3,761 ",309 ,45 ,,,,,,,,,,
19/01/2022,"5,804 ","5,430 ",374 ,74 ,,,,,,,,,,
20/01/2022,"6,600 ","6,355 ",245 ,28 ,,,,,,,,,,
21/01/2022,"6,766 ","6,479 ",287 ,21 ,,,,,,,,,,
22/01/2022,"7,004 ","6,726 ",278 ,28 ,,,,,,,,,,
23/01/2022,"7,625 ","7,341 ",284 ,11 ,,,,,,,,,,
24/01/2022,"7,511 ","7,159 ",352 ,25,,,,,,,,,,
25/01/2022,"8,570 ","8,355 ",215 ,23 ,,,,,,,,,,
26/01/2022,"13,007 ","12,738 ",269 ,32 ,,,,,,,,,,
27/01/2022,"14,514 ","14,297 ",217 ,34 ,,,,,,,,,,
28/01/2022,"16,092 ","15,891 ",201 ,24 ,,,,,,,,,,
29/01/2022,"17,511 ","17,322 ",189 ,34 ,,,,,,,,,,
30/01/2022,"17,526 ","17,301 ",225 ,20 ,,,,,,,,,,
31/01/2022,"17,077 ","16,846 ",231 ,23,,,,,,,,,,
01/02/2022,"18,337 ","18,118 ",219 ,17 ,,,,,,,,,,
02/02/2022,"20,268 ","20,110 ",158 ,15 ,,,,,,,,,,
03/02/2022,"22,906 ","22,772 ",134 ,25 ,,,,,,,,,,
04/02/2022,"27,436 ","27,279 ",157 ,24 ,,,,,,,,,,
05/02/2022,"36,339 ","36,151 ",188 ,22,,,,,,,,,,
06/02/2022,"38,688 ","38,499 ",189 ,15,,,,,,,,,,
07/02/2022,"35,281 ","35,124 ",157 ,13 ,,,,,,,,,,
08/02/2022,"36,714 ","36,614 ",100 ,36 ,,,,,,,,,,
09/02/2022,"49,547 ","49,382 ",165 ,21,,,,,,,,,,
10/02/2022,"54,118 ","54,030 ",88 ,20,,,,,,,,,,
11/02/2022,"53,919 ","53,790 ",129 ,49 ,,,,,,,,,,
12/02/2022,"54,936 ","54,824 ",112 ,33 ,,,,,,,,,,
13/02/2022,"56,410 ","56,276 ",134 ,36 ,,,,,,,,,,
14/02/2022,"54,610 ","54,504 ",106 ,21 ,,,,,,,,,,
15/02/2022,"57,169 ","57,001 ",168 ,61,,,,,,,,,,
16/02/2022,"90,439 ","90,277 ",162 ,39 ,,,,,,,,,,
17/02/2022,"93,128 ","93,038 ",90 ,36 ,,,,,,,,,,
18/02/2022,"109,819 ","109,703 ",116 ,45 ,,,,,,,,,,
19/02/2022,"102,205 ","102,066 ",139 ,71,,,,,,,,,,
20/02/2022,"104,824 ","104,727 ",97 ,51,,,,,,,,,,
21/02/2022,"95,358 ","95,214 ",144 ,45,,,,,,,,,,
22/02/2022,"99,562 ","99,432 ",130 ,58,,,,,,,,,,
23/02/2022,"171,450 ","171,269 ",181 ,99,,,,,,,,,,
24/02/2022,"170,007 ","169,838 ",169 ,82,,,,,,,,,,
25/02/2022,"165,888 ","165,747 ",141 ,94,,,,,,,,,,
26/02/2022,"166,198 ","166,057 ",141 ,112,,,,,,,,,,
27/02/2022,"163,558 ","163,406 ",152 ,49,,,,,,,,,,
28/02/2022,"139,624 ","139,464 ",160 ,114,,,,,,,,,,
01/03/2022,"138,990 ","138,932 ",58 ,112,,,,,,,,,,
02/03/2022,"219,224 ","219,157 ",67 ,96,,,,,,,,,,
03/03/2022,"198,800 ","198,746 ",54 ,128,,,,,,,,,,
04/03/2022,"266,847 ","266,765 ",82 ,186,,,,,,,,,,
05/03/2022,"254,320 ","254,243 ",77 ,216,,,,,,,,,,
06/03/2022,"243,620 ","243,532 ",88 ,161,,,,,,,,,,
07/03/2022,"210,706 ","210,618 ",88 ,139,,,,,,,,,,
08/03/2022,"202,710 ","202,636 ",74 ,186,,,,,,,,,,
09/03/2022,"342,431 ","342,373 ",58 ,158,,,,,,,,,,
10/03/2022,"327,532 ","327,473 ",59 ,206,,,,,,,,,,
11/03/2022,"282,976 ","282,869 ",107 ,229,,,,,,,,,,
12/03/2022,"383,658 ","383,583 ",75 ,269,,,,,,,,,,
13/03/2022,"350,183 ","350,148 ",35 ,251,,,,,,,,,,
14/03/2022,"309,782 ","309,720 ",62 ,200,,,,,,,,,,
15/03/2022,"362,324 ","362,269 ",55 ,293,,,,,,,,,,
16/03/2022,"400,740 ","400,623 ",117 ,164,,,,,,,,,,
17/03/2022,"621,328 ","621,266 ",62 ,429,,,,,,,,,,
